MACHINE_NAME,BROWSER,APPLICATION,GRID_NODE,APPLICATION_URL,TEST_NAME,TIMER_NAME,SITE,DATETIME_STAMP,DURATION,BROWSER_MEM,ECLIPSE_MEM
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Reject Prices,Pricing - 0007871 - LOWER HUDSON VALLEY - (845) 567-3594,2018-02-15T22:57:57.827+0000,5323,618444,630820
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices,Pricing - 0007874 - LOWER HUDSON VALLEY - (845) 339-7821,2018-02-15T22:58:13.056+0000,5180,650972,630820
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices Adjusted,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T22:58:24.545+0000,602,681340,630820
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T22:58:25.148+0000,9,681624,630836
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T22:58:51.960+0000,5254,727092,630844
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Reject Prices,Pricing - 0007723 - LOWER HUDSON VALLEY - (845) 340-0182,2018-02-15T22:59:08.715+0000,6760,741752,630844
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices,Pricing - 0007788 - LOWER HUDSON VALLEY - (845) 691-8959,2018-02-15T22:59:23.873+0000,5217,766112,630844
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices Adjusted,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T22:59:35.574+0000,642,791688,630844
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T22:59:36.546+0000,9,788464,630852
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T23:00:03.667+0000,5594,813852,630852
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Reject Prices,Pricing - 0007724 - LOWER HUDSON VALLEY - (845) 878-6320,2018-02-15T23:00:19.058+0000,5373,839548,630856
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices,Pricing - 0007674 - LOWER HUDSON VALLEY - (845) 473-5230,2018-02-15T23:00:35.777+0000,6743,873464,630856
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices Adjusted,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:00:47.690+0000,680,859948,623776
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:00:48.418+0000,9,860140,623804
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Apply Prices,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:01:16.844+0000,6755,930624,623932
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 15,Reject Prices,Pricing - 0007672 - LOWER HUDSON VALLEY - (518) 822-9867,2018-02-15T23:01:33.387+0000,6501,961284,623944
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T22:59:10.592+0000,1951,221568,594232
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Login,,2018-02-15T22:59:21.609+0000,7177,345048,594232
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T23:02:04.516+0000,2340,221268,624812
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Login,,2018-02-15T23:02:14.614+0000,6277,338444,624984
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Search widget search initiated with Product filter,,2018-02-15T23:02:30.687+0000,855,369908,625412
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T23:04:11.964+0000,852,376368,628236
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Search widget search initiated with Sites for review filter,,2018-02-15T23:05:47.458+0000,2417,397012,629764
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Reject Prices,Pricing - 0007880 - LOWER HUDSON VALLEY - (845) 897-0646,2018-02-15T23:06:17.477+0000,5356,457660,630268
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007876 - LOWER HUDSON VALLEY - (845) 565-0535,2018-02-15T23:06:33.116+0000,5640,492592,630268
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices Adjusted,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:06:44.892+0000,709,510856,630268
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:06:45.505+0000,8,510892,630268
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:07:12.293+0000,4802,570776,630268
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Reject Prices,Pricing - 0007871 - LOWER HUDSON VALLEY - (845) 567-3594,2018-02-15T23:07:27.774+0000,5421,582916,630336
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007874 - LOWER HUDSON VALLEY - (845) 339-7821,2018-02-15T23:07:42.940+0000,5170,642852,630336
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices Adjusted,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:07:55.421+0000,807,624600,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:07:55.994+0000,9,625396,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:08:23.021+0000,5401,712184,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Reject Prices,Pricing - 0007723 - LOWER HUDSON VALLEY - (845) 340-0182,2018-02-15T23:08:39.200+0000,6131,722948,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007788 - LOWER HUDSON VALLEY - (845) 691-8959,2018-02-15T23:08:54.526+0000,5100,745992,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices Adjusted,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T23:09:06.439+0000,812,757996,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T23:09:06.981+0000,8,758348,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T23:09:33.189+0000,4519,808092,630340
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Reject Prices,Pricing - 0007724 - LOWER HUDSON VALLEY - (845) 878-6320,2018-02-15T23:09:49.507+0000,6272,854880,630352
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007674 - LOWER HUDSON VALLEY - (845) 473-5230,2018-02-15T23:10:05.502+0000,5968,877208,630352
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices Adjusted,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:10:17.704+0000,720,900852,630352
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:10:18.229+0000,8,901180,630352
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Apply Prices,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:10:45.803+0000,5813,948408,630352
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 16,Reject Prices,Pricing - 0007672 - LOWER HUDSON VALLEY - (518) 822-9867,2018-02-15T23:11:00.844+0000,5057,987872,630352
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T23:06:43.284+0000,2151,229640,594232
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Login,,2018-02-15T23:06:53.783+0000,6542,346500,594232
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T23:11:30.583+0000,1843,228936,630780
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Login,,2018-02-15T23:11:40.138+0000,5714,333400,630780
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Search widget search initiated with Product filter,,2018-02-15T23:11:56.940+0000,933,343404,630792
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T23:13:39.539+0000,1119,421548,630792
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Search widget search initiated with Sites for review filter,,2018-02-15T23:14:43.104+0000,1955,415196,630796
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Reject Prices,Pricing - 0007880 - LOWER HUDSON VALLEY - (845) 897-0646,2018-02-15T23:15:13.155+0000,5340,462284,631144
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007876 - LOWER HUDSON VALLEY - (845) 565-0535,2018-02-15T23:15:29.487+0000,6052,483696,631152
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices Adjusted,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:15:41.605+0000,739,491880,631152
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:15:42.167+0000,8,484956,623844
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:16:09.563+0000,5410,545724,624360
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Reject Prices,Pricing - 0007871 - LOWER HUDSON VALLEY - (845) 567-3594,2018-02-15T23:16:25.599+0000,6001,601456,624600
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:16:41.413+0000,5761,619240,624972
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices Adjusted,Pricing - 0007874 - LOWER HUDSON VALLEY - (845) 339-7821,2018-02-15T23:16:53.386+0000,718,624596,625236
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007874 - LOWER HUDSON VALLEY - (845) 339-7821,2018-02-15T23:16:53.911+0000,9,624728,625236
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007874 - LOWER HUDSON VALLEY - (845) 339-7821,2018-02-15T23:17:21.300+0000,5171,672576,625940
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Reject Prices,Pricing - 0007723 - LOWER HUDSON VALLEY - (845) 340-0182,2018-02-15T23:17:36.689+0000,5290,756296,626464
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007788 - LOWER HUDSON VALLEY - (845) 691-8959,2018-02-15T23:17:52.299+0000,5119,755232,626912
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices Adjusted,Pricing - 0007724 - LOWER HUDSON VALLEY - (845) 878-6320,2018-02-15T23:18:03.884+0000,608,768760,627164
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007724 - LOWER HUDSON VALLEY - (845) 878-6320,2018-02-15T23:18:04.465+0000,12,768564,627188
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007724 - LOWER HUDSON VALLEY - (845) 878-6320,2018-02-15T23:18:31.635+0000,5289,806164,627624
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Reject Prices,Pricing - 0007722 - LOWER HUDSON VALLEY - (845) 247-0646,2018-02-15T23:18:47.167+0000,5452,843056,627624
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007713 - LOWER HUDSON VALLEY - (518) 943-4727,2018-02-15T23:19:02.909+0000,5728,868672,628184
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices Adjusted,Pricing - 0007674 - LOWER HUDSON VALLEY - (845) 473-5230,2018-02-15T23:19:14.765+0000,783,887336,628336
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007674 - LOWER HUDSON VALLEY - (845) 473-5230,2018-02-15T23:19:15.271+0000,8,889560,628344
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Apply Prices,Pricing - 0007674 - LOWER HUDSON VALLEY - (845) 473-5230,2018-02-15T23:19:42.622+0000,5157,935588,628596
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 17,Reject Prices,Pricing - 0007672 - LOWER HUDSON VALLEY - (518) 822-9867,2018-02-15T23:19:58.135+0000,5170,957560,628596
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T23:14:15.713+0000,1730,228780,594244
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Login,,2018-02-15T23:14:27.005+0000,7443,350356,594244
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 19,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T23:21:49.944+0000,1680,224708,594248
SPDWAYAUTOTEST5,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 19,Login,,2018-02-15T23:22:01.099+0000,7170,347232,594248
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T23:20:28.490+0000,1715,230448,629988
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Login,,2018-02-15T23:20:38.690+0000,6397,332904,630116
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Search widget search initiated with Product filter,,2018-02-15T23:20:55.040+0000,850,342336,631324
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T23:22:35.973+0000,851,376288,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Search widget search initiated with Sites for review filter,,2018-02-15T23:24:11.129+0000,2362,404520,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Reject Prices,Pricing - 0007880 - LOWER HUDSON VALLEY - (845) 897-0646,2018-02-15T23:24:41.118+0000,5271,443944,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Apply Prices,Pricing - 0007876 - LOWER HUDSON VALLEY - (845) 565-0535,2018-02-15T23:24:56.487+0000,5353,489060,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Apply Prices Adjusted,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:25:08.818+0000,770,511076,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:25:09.334+0000,9,510808,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Apply Prices,Pricing - 0007879 - LOWER HUDSON VALLEY - (845) 691-2090,2018-02-15T23:25:37.237+0000,5791,558144,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Reject Prices,Pricing - 0007871 - LOWER HUDSON VALLEY - (845) 567-3594,2018-02-15T23:25:52.924+0000,5583,600912,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Apply Prices,Pricing - 0007874 - LOWER HUDSON VALLEY - (845) 339-7821,2018-02-15T23:26:08.742+0000,5695,609832,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Apply Prices Adjusted,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:26:20.514+0000,716,627652,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,PREVIOUS PRICING FAILED: Prices were not applied. Please refresh the widget and try again.
x,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:26:21.066+0000,9,630248,631556
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Apply Prices,Pricing - 0007870 - LOWER HUDSON VALLEY - (845) 457-9625,2018-02-15T23:26:49.612+0000,6737,693956,631560
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 18,Reject Prices,Pricing - 0007723 - LOWER HUDSON VALLEY - (845) 340-0182,2018-02-15T23:27:04.995+0000,5321,713788,631560
